2769930,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769931,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769932,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769933,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769934,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769935,1.00000000,1.0000,6.69458771,36.2070,8,"",""
2769936,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769937,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769938,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769939,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769940,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769941,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769942,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769943,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769944,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769945,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769946,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769947,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769948,1.00000000,1.0000,4.96892501,21.0339,8,"",""
2769949,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769950,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769951,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769952,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769953,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769954,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769955,1.00000000,1.0000,1.48365004,5.9306,4,"",""
2769956,1.00000000,1.0000,8.56318239,35.1530,17,"",""
2769957,1.00000000,1.0000,8.03983352,18.1282,6,"",""
2769958,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769959,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769960,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769961,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769962,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769963,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769964,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769965,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769966,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769967,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769968,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769969,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769970,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769971,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769972,1.00000000,1.0000,5.18171658,32.2318,24,"",""
2769973,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769974,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769975,1.00000000,1.0000,0.01324444,0.1192,9,"",""
2769976,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769977,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769978,1.00000000,1.0000,0.00000000,0.0000,1,"",""
2769979,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769980,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769981,0.00000000,0.0000,0.00000000,0.0000,0,"",""
2769982,1.00000000,1.0000,9.94858782,38.0726,8,"",""
2769983,1.00000000,1.0000,2.07738892,18.4419,9,"",""
